text,source,time
"Guidehouse Inc. said Monday it has agreed to be acquired by Bain Capital Private Equity in a deal that values the former U.S. public sector consulting arm of PriceWaterhouseCoopers at $5.3 billion. The seller is Veritas Capital, which acquired the business in 2018. Guidehouse Chief Executive Scott McIntyre will remain at the helm of the McLean, Va.-based company with more than 17,000 employees in 55 locations worldwide. Bain Capital Partner Joe Robbins said the firm plans to pursue growth through acquisitions and organic expansion of the business. Guidehouse, “has established a clear leadership position in its space using a differentiated model built on collaboration, expertise, and great execution,” Robbins said. Baird was financial adviser to Bain Capital on the deal, while Guggenheim Securities LLC, Jefferies LLC and Goldman Sachs &amp; Co. LLC advised Guidehouse and Veritas.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.763665
"U.S. stocks opened slightly higher Monday, after booking their best week in about a year amid optimism the Federal Reserve may be done raising interest rates. The Dow Jones Industrial Average DJIA was up 0.3% soon after the opening bell, while the S&amp;P 500 SPX gained 0.3% and the Nasdaq Composite COMP edged up 0.3%, according to FactSet data, at last check. Last week, the Dow scored its biggest weekly percentage gain since October 2022, while the S&amp;P 500 and Nasdaq each logged their strongest weekly jump since November 2022. The economic calendar on Monday includes expected remarks from Fed Governor Lisa Cook at 11:00 a.m. Eastern Time and the release of the Fed’s senior loan survey at 2 p.m. Meanwhile, the yield on the 10-year Treasury note was up about nine basis points on Monday at around 4.61%, after sliding last week, FactSet data show, at last check.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.763665
"Shares of PepsiCo Inc. PEP fell 0.5% in premarket trading Monday, after the beverage and snack giant said Chief Financial Officer Hugh Johnston will leave at the end of the month after about 13 years in the role and 34 years with the company, to become Walt Disney Co.’s DIS CFO. Disney’s stock gained 0.2% ahead of the open. He’s set to join Disney, to replace Kevin Lansberry, who has been interim CFO since July 1 after CFO Christine McCarthy took a family medical leave of absence. PepsiCo Johnston will be succeeded as CFO by Jamie Caulfield, who is currently CFO of PepsiCo Foods North America. PepsiCo’s stock has lost 9.7% over the past three months through Friday, while Disney shares have slipped 1.4% and the S&amp;P 500 SPX has lost 2.7%.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.763665
"Citigroup Inc.’s stock C was up by 0.3% in premarket trading on Monday after CNBC-TV reported  layoffs of at least 10% in some departments as part of a previously-announced restructuring under Chief Executive Jane Fraser. Citigroup disclosed 238,000 employees as of Sept. 30, down 2,000 from June 30. Internally, the effort is taking place under the code name Project Bora Bora with job cuts of 10% or more in several major businesses, said report, which cited people with knowledge of the process. One stock analyst told CNBC that Fraser “needs to do something big,” and there’s a good change the job cuts will be larger and more painful than employees expected. Citi has said it will likely provide more details about job cuts in January when it reports fourth-quarter results. A Citi spokesperson did not comment on the report but said, “We’ve acknowledged the actions we’re taking to reorganize the firm involve some difficult, consequential decisions, but they’re the right steps to align our structure to our strategy and deliver the plan we shared at our 2022 Investor Day.”Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.763665
"Hilton Grand Vacations Inc. HGV announced Monday an agreement to buy Bluegreen Vacations Inc. BVH in cash deal valued at $1.5 billion, including debt. Under terms of the deal, Hilton Grand Vacations (HGV) will pay $75 in cash for each Bluegreen share outstanding, which represents a 111.1% premium over Friday’s stock closing price of $35.52, and implies a market capitalization for Bluegreen of about $1.28 billion. Bluegreen’s stock rocketed 105.4% in the premarket, while HGV shares sank 8.6%. HGV said the deal, which is expected to close during the first half of 2024, will generate about $100 million in synergies, and will expand HGV’s membership base to more than 740,000 from more than 525,000. Separately, HGV announced the signing of an exclusive 10-year marketing agreement with outdoor recreation products retailer Bass Pro Shops, as Bluegreen is the official vacation ownership partner of Bass Pro Shops. Bluegreen’s stock has gained 0.4% over the past three months and HGV shares have dropped 16.2%, while the S&amp;P 500 SPX has slipped 2.7%.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.763665
"Align Technology Inc. ALGN said Monday it’s planning to buy back $100 million of its common stock under it’s $1.0 billion stock repurchase program. The move is in addition to the $250 million repurchase made under an accelerated agreement announced on Oct. 27. Joe Hogan, president and CEO, said he intends to personally purchase $1 million of the stock of the maker of Invisalign clear aligners. The stock was up 2% premarket but has fallen 6.4% in the year to date, while the S&amp;P 500 SPX has gained 13.5%. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.763665
"Bumble Inc.’s stock BMBL was down 6% in premarket trading on Monday after a report by The Wall Street Journal that the chief executive of Slack Technologies Inc. Lidiane Jones will become its chief executive in January. Current Bumble Chief Executive Whitney Wolfe Herd will become executive chair.  “I want to be the person who is able to look around the corner and innovate for the future of Bumble Inc., and to take us 10 years ahead,” Wolfe Herd, 34, said in an interview with the WSJ.  Prior to Monday’s trades, Bumble stock has fallen 35% in 2023, compared to a 28.8% increase in the Nasdaq COMP, amid a challenging backdrop in the online dating app business. Slack Technologies is a unit of Salesforce Inc. CRM. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.771445
"Beyond Inc. CEO Jonathan Johnson has stepped down as CEO and from the company’s board, the former Overstock.com Inc. OSTK announced Monday. Johnson’s departure follows a mutual agreement between the CEO and the board to transition the company to new leadership, according to a statement. Beyond President David Nielsen has been appointed to an expanded role as Interim CEO and president. An internal and external search is now underway to find a permanent CEO, the company said. Overstock.com Inc. has operated as Bed Bath &amp; Beyond following its acquisition of that bankrupt company’s intellectual property in June. Last month Overstock.com announced that it is changing its corporate name to Beyond Inc., transferring its stock listing to the New York Stock Exchange from Nasdaq, and changings its ticker to BYON, effective Nov. 6. Overstock.com shares have fallen 13.3% in 2023, compared with the S&amp;P 500 index’s SPX gain of 13.5%.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.771445
"Freshpet Inc.’s stock FRPT was up 9% in premarket trading on Monday after the company reported a narrower-than-expected third-quarter loss and boosted its revenue outlook for 2023. Freshpet reported a third-quarter loss of 15 cents a share, narrower than the FactSet consensus estimate of 16 cents a share. Its third-quarter revenue of $200.6 million also beat the analyst estimate of $194.5 million. Looking ahead, Freshpet expected 2023 revenue of about $755 million, up from its earlier estimate of $750 million and ahead of the analyst expectation of $750.8 million. “Our strengthened organization is delivering improved margins from better operational performance in logistics, input costs and quality while maintaining strong volume-based revenue growth,” the company said. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"BioNTech SE’s stock BNTX rallied premarket after the company posted a surprise profit for the third quarter and revenue that beat estimates, even as it was hit by lower COVID-19 vaccine revenue. The German company said it had net profit of 160.6 million euros ($172.7 million), or 67 cents a share, down from EUR1.785 billion, or EUR6.98 a share, in the year-earlier period. Revenue fell to EUR895.3 million from EUR3.461 billion a year ago. The FactSet consensus was for a loss of 59 cents and revenue of EUR851.0 million. The company said inventory writedowns by its partner Pfizer Inc. PFE shaved EUR507.9 million off revenue for the period, which was also reduced by lower COVID-19 vaccine revenue. The company is now expecting full-year COVID revenues to total EUR4 billion, down from prior guidance of EUR5 billion. The stock has fallen 36% in the year to date, while the S&amp;P 500 SPX has gained 13.5%. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"Starbucks Coffee Co. SBUX said Monday U.S. retail hourly partners will receive an incremental pay increase of at least 3% starting Jan. 1. Eligible employees with two-to-five years of service will get at least 4% and those with five or more years of service will get at least 5%. Starting in February, hourly workers will accrue paid vacation time starting 90 days after hire. It’s also launching its first North America Barista Championship in February.  Starbucks said it’s studying credential and certification programs to add to its Starbucks College Achievement Plan, which now includes 23,000 employees pursuing their first-time bachelor’s degree. Starbucks now pays an average wage of nearly $17.50 per hour and a range of between $15 and $24 per hour, and up to about $27 per hour including benefits. Starbucks also offers equity ownership in the company through annual Bean Stock grants to employees with more than $2 billion in additional earnings paid out thus far. Starbucks said last week it would provide additional details of its employee benefits as part of a 55,000-store expansion in the works at the company. Starbucks stock was up 0.6% in premarket trading on Monday.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"The stock of Canadian cannabis company Organigram Holdings Inc. OGI soared 21% premarket Monday, after the company said it is getting a C$124.6 million ($91.3 million) investment from British American Tobacco Plc UK:BATS. The company will use C$83.1 million of the investment to crate “Jupiter,” a strategic investment pool targeting emerging growth opportunities to help Organigram expand its geographic footprint. The remaining C$41.5 million be used for general corporate purposes.  “This transaction furthers BAT’s support of Organigram as a trusted partner and accelerates the focus on innovative cannabis science and R&amp;D outside of combustibles,” the company said in a statement. “The PDC (product development collaboration) is now in late-stage development of a suite of emulsions, novel vapor formulations, flavor innovations, and packaging solutions which are planned to be applied to certain products within Organigram’s portfolio in calendar 2024.” BAT and Organigram began to cooperate in 2021. Organigram’s stock has fallen 64% in the year to date, while the AXS Cannabis ETF THCX has fallen 36% and the S&amp;P 500 SPX has gained 13.5%. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"Cargo Therapeutics CRGX, a clinical-stage biotech specializing in cancer treatments, set terms for its initial public offering early Monday with plans to offer 18.8 million shares priced at $15 to $17 each. The company would raise $319.6 million at the top of that range at a valuation of $656.2 million. JP Morgan, Jefferies, TD Cowen and Truist Securities are underwriting the deal. Proceeds will be used to fund clinical development, R&amp;D and for working capital and other general corporate purposes. The company is pre-revenue and loss-making, as is often the case for biotechs with no approved drugs. The company has applied to list on Nasdaq under the ticker “CRGX.” The Renaissance IPO ETF IPO has gained 29% in the year to date, while the S&amp;P 500 SPX has gained 13.5%.  Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"Shares of Dish Network Corp. DISH dropped 4.9% in premarket trading Monday, after the satellite TV service swung to surprise a third-quarter loss, as pay-TV and wireless subscribers decline. The company reported a net loss of $139 million, or 26 cents a share, after net income of $412 million, or 65 cents a share, in the year-ago period. The FactSet consensus was for earnings per share of 11 cents. Revenue fell 9.5% to $3.70 billion, below the FactSet consensus of $3.82 billion. Net pay-TV subscribers decreased by 64,000, after increasing 30,000 a year ago, while retail wireless subscribers were down 225,000, after rising by 1,000 last year. Meanwhile, average revenue per pay-TV user increased 3.1% to $105.25, while Dish TV churn was 1.58% vs. 1.53% last year. The stock has tumbled 27.7% over the past three months through Friday, while the S&amp;P 500 has slipped 2.7%.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"American International Group Inc. AIG said Monday it is launching a secondary offering of 50 million shares of common stock of Corebridge Financial Inc. CRBG, its former life and retirement business that was separated out in 2021. All proceeds from the offering will go to AIG, which has said it would further deconsolidate Corebridge this year. Corebridge’s stock closed at $21.08 on Friday. Goldman Sachs and JPMorgan are underwriting the deal. Corebridge’s stock was down 0.4% premarket but has gained 5% in the year to date, while the S&amp;P 500 SPX has gained 13.5%. Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"Treasury Secretary Janet Yellen will hold two days of meetings with China’s vice premier, He Lifeng, the U.S. Treasury announced. Yellen will meet with He on Nov. 9 and 10 in San Francisco, ahead of the APEC finance ministers meeting. “We seek a healthy economic competition that benefits both sides, but that healthy competition requires a level playing field for American workers and firms. We will take targeted action to advance our national security and that of our allies, and protect human rights, but we do not use these tools to seek economic advantage. Lastly, we seek to cooperate on global challenges like climate change and look for ways that we can work together as the world’s two largest economies to put the global economy on surer footing,” the Treasury said of its stance versus China, the world’s number-two economy.Market Pulse Stories are Rapid-fire, short news bursts on stocks and markets as they move. Visit MarketWatch.com for more information on this news.",Marketwatch / MarketPulse (up-to-the-minute market updates),2023-11-07 10:29:45.772448
"The equity markets consolidated throughout the week. While staying in a narrow range and trading sideways for almost all days of the week, the Indices stayed devoid of any directional trend. Following strong weekly gains of over 1.58% in the week before this one, the NIFTY chose to remain in a defined range; the trading range got narrower and the Nifty oscillated in the 204.65 points range while defending the most immediate support of the 20-week MA. The benchmark index closed with net weekly gains of just 62.90 points (+0.32%).Although some intraday spikes of volatility were observed, IndiaVIX declined by 4.21% to 11.33 on a weekly basis. While no major technical event/development took place over the past five sessions, the point of focus remains the 20-week MA which is acting as the most immediate short-term support for the Nifty. This 20-week MA is placed at 19570; so long as the Index can keep its head above this point on a closing basis, it will continue to consolidate. However, any violation of this WMA on a closing basis will invite incremental weakness for the markets. This makes the 19500-19570 the most immediate and important support zone for the Nifty.We have a long weekend this time with Monday, 27th November being a trading holiday on account of Guru Nanak Jayanti. The coming week also has a monthly derivatives expiry lined up as well. Tuesday will see the Markets starting by adjusting themselves to the global trade setup. The levels of 19900 and 20030 are likely to act as potential resistance levels. The supports are expected to come in at 19610 and 19480 levels.The weekly RSI is 59.94; it continues to stay neutral while not showing any divergence against the price. The weekly MACD stays bearish and remains below its signal line. No major formations on the candles were seen.The pattern analysis of Nifty on the weekly charts shows that the Index continues to inch higher while staying inside a rising channel. Having said this, in the previous week, the index has formed a similar top and higher bottom on the charts. This makes the level of 19875 one of the pattern resistance levels. Overall, the zone of 19850-19900 remains an important resistance zone; unless this zone is taken out, the Nifty is likely to stay in a defined range and consolidate. The most immediate support on a closing basis is at 20-week MA which is presently placed at 19570.69.All in all, over the coming truncated week, the markets may continue to stay in a broadly defined range while staying devoid of any major directional bias. A sustainable trend will emerge only after the Nifty takes out the 18900 levels comprehensively or violates 19500-19550 on a closing basis. Unless either of these levels is taken out on the upside or violated on the downside, we will continue seeing Nifty in a trading range. It would be prudent to protect profits at higher levels while investing in stocks that are relatively stronger or have improving relative strength. A selective approach is advised over the coming week.Sector Analysis for the coming weekIn our look at Relative Rotation Graphs®, we compared various sectors against CNX500 (NIFTY 500 Index), which represents over 95% of the free float market cap of all the stocks listed.Relative Rotation Graphs (RRG) do not show any major change in the sectoral setup as compared to the previous week. The Nifty Energy, Commodities, Realty, PSE, PSUBank, and Infrastructure indices are inside the leading quadrant. These pockets are expected to continue to outperform the broader NIFTY 500 Index relatively.The NIFTY IT Index has rolled inside the weakening quadrant of the RRG. Besides this, the Auto, Media, Midcap 100, Pharma, and Metal indices are also inside the weakening quadrant. However, Auto and Pharma indices continue to show improvement in their relative momentum.NiftyBank is the only index inside the lagging quadrant. However, that is also showing signs of improvement in its relative momentum against the broader markets.Nifty Services sector, Financial Services, FMCG, and Consumption Indices are inside the improving quadrant. The FMCG and the Consumption space look better placed to improve its relative performance against the broader markets.Important Note: RRG™ charts show the relative strength and momentum of a group of stocks. In the above Chart, they show relative performance against NIFTY500 Index (Broader Markets) and should not be used directly as buy or sell signals.  Milan Vaishnav, CMT, MSTA Consulting Technical Analyst www.EquityResearch.asia | www.ChartWizard.ae",stockcharts,2023-11-27 17:19:08.004903
"We can use sentiment indicators for a lot of purposes.  I routinely follow the 5-day SMA of the equity only put call ratio ($CPCE) to help spot short- to intermediate-term bottoms.  It's not quite so effective at calling market tops, but it does work in that regard many times as well.  When I go out on a limb to call major market bottoms, my CPCE work is usually one piece of my analysis in putting together that jigsaw puzzle.  I also have studied the Volatility Index ($VIX) a great deal.  The VIX is the annualized ""implied volatility"" of the S&amp;P 500 that helps investors estimate how much the S&amp;P 500 will fluctuate over the next 30 days.  The calculation is based on near-term S&amp;P 500 options traded on the CBOE.  If market makers are expecting high volatility ahead (normally during market downturns), premiums on these options will be higher and more costly for traders.  When market makers are expecting low volatility ahead (normally during bullish market periods), premiums on these options will be lower and less costly.  When we see big stock market declines, option premiums skyrocket and the VIX accelerates higher.  Historically, the stock market doesn't perform well with the VIX above 20, which is why I watch that level so closely.Let me illustrate how the S&amp;P 500 has performed when the VIX is at various levels:This chart goes back to 2013, when the S&amp;P 500 cleared its double top from 2000 and 2007, effectively ending the secular bear market from 2000 through 2013.  It's a chart of the VIX, but I've broken it down by value.  The red-shaded area highlights S&amp;P 500 annualized returns when the VIX closes above 20.  The yellow-shaded area highlights S&amp;P 500 performance when the VIX is in the 17-20 range.  The light-green shaded area highlights performance when the VIX closes in the 13-17 range and the dark-green shaded are highlights performance when the VIX closes below 13.  You can see that the lower the VIX goes, the better the S&amp;P 500 performs.  This performance chart also suggests that we be extremely careful whenever the VIX is above 20.  I'd argue it makes sense to be in cash to eliminate stock market risk at that point - or at least take steps to reduce risk.One thing we can conclude from looking at the above chart.  The VIX closed on Friday at 12.46, falling into that dark-green shaded area.  Typically good things happen when the VIX is this low.  I know there are plenty of people that believe a market crash is right around the corner.  Sorry, but the VIX in the 12s indicates that we shouldn't be considering that AT ALL right now.I'll give you a couple more stats from the research I did.  First, you need to know that during the current secular bull market advance, there have been 2677 trading days and the S&amp;P 500 has closed higher 54.2% of those days.  I've broken down the chance of the S&amp;P 500 closing higher when the VIX is in each of those shaded areas on the chart.  Check this out:% of days S&amp;P 500 closes higher when VIX closes above 20:  44.81%% of days S&amp;P 500 closes higher when VIX closes between 17-20:  51.04%% of days S&amp;P 500 closes higher when VIX closes between 13-17:  55.34%% of days S&amp;P 500 closes higher when VIX closes under 13:  66.28%The lower the VIX goes, the more bullish the stock market gets.  Embrace this low VIX, don't fear it.If you enjoy the way we look at the stock market at EarningsBeats.com, then I'd encourage you to sign up for our service using our Fall Special.  It's our absolute best deal of the year and our market guidance, research, and education is unparalleled.  CLICK HERE for more information.  It'll only last a week longer!If you have any questions, feel free to reach out to us at ""support@earningsbeats.com""Happy trading!Tom",stockcharts,2023-11-27 17:19:08.007912
"The percentage of stocks in long-term uptrends rebounded sharply in November and returned to the highs from late August and early September. This rebound is impressive, but the absolute levels are still not that inspiring. We need to see participation breakouts and higher participation levels to get the broad bull market back. The chart below shows the percentage of stocks above the 200-day SMA for the S&amp;P 500, Nasdaq 100, S&amp;P MidCap 400 and S&amp;P SmallCap 600. This breadth indicator tells us how many stocks are in long-term uptrends, and long-term downtrends. In general, these indicators need to exceed 60% to show enough participation to signal a broad bull market. First, note I am concerned because these indicators broke their spring-summer lows with deep declines into late October (green shading). The percentage of large-caps ($SPX), mid-caps ($MID) and small-caps ($SML) above their 200-day SMAs dipped to the 25% area. A plunge this deep shows a serious increase in downside participation. The indicators rebounded sharply with the November advance, but those based on the broad stock indexes have yet to exceed 60% and are at their moment of truth. Note that the percentage of Nasdaq 100 stocks above the 200-day SMA is at 71% and the strongest of the four, by far. The red shading marks the highs from late August and September. While I am impressed with the November surge, I would like to see the percentage of stocks above the 200-day SMA expand above these levels (and above 60%). We can then starting talking about a broad bull market. TrendInvestorPro uses the percentage of stocks above the 200-day SMA in its Composite Breadth Model, which remains bearish. Even though the S&amp;P 500, Nasdaq 100 and some large-caps are performing well, long-term breadth is lagging and large pockets of weakness remain.Recent Reports at TrendInvestorPro The Essential Breadth Indicator ChartList (with report and video)Building a Strategy around the Zweig Breadth ThrustMomentum Rotation Strategy for NDX and SPX StocksMean-Reversion Strategy for Russell 1000 StocksSpecial Action for StockCharts Extra and Pro MembersGet the edge with inside information, information inside the indexes and sectors, that is. TrendInvestorPro put together a comprehensive chart list focusing on breadth indicators. There are over 100 customized charts covering over 50 breadth indicators organized in a logical manner. A full report and comprehensive video accompany this list. Note that you must be an Extra or Pro subscriber to have more than one ChartList at StockCharts. Click here to sign up for TrendInvestorPro and get this invaluable ChartList!//////////////////////////////////////////////////",stockcharts,2023-11-27 17:19:08.009245
"In this week's edition of Moxie Indicator Minutes, TG notes that the markets are deciding to hang on tight to their upper levels over the holiday week. He thinks we still need a pullback, but perhaps it will be more of a flag. Either way, initiating long trades right here and now is not ideal, so he argues that it's time be patient, waiting for dips to show up and provide buying opportunities.This video was originally broadcast on November 24, 2023. Click this link to watch on YouTube.New episodes of Moxie Indicator Minutes premiere weekly. Archived episodes of the show are available at this link.",stockcharts,2023-11-27 17:19:08.009924
"The Dow Jones Industrial Index ($INDU) is reaching overhead resistance between 35.5k and 35.7k, which means that upside potential is now limited. Even if the market manages to break that area, the next resistance level is already around just 37k.However, the relative rotation graph featuring the rotation for all 30 members of the DJ Industrials Index is showing some potentially very interesting pair trade setups.DJ IndustrialsOn the weekly chart above, that overhead resistance area is clearly visible. The previous highs, which define the resistance zone, date back to late 2021 and early 2022, almost two years ago. This makes it a very important resistance zone.An upward break of that resistance will obviously be a very bullish signal. But the recent rally, coming out of the late October low, has been very steep, and it would not be strange to see some form of consolidation against the aforementioned resistance zone.With overhead resistance nearby, the near-term risk is now to the downside. Looking at the chart, a setback after a peak against resistance could take the Dow as low as 32.3k. This would still keep $INDU within the boundaries of this year's trading range.Opposite Tails on Weekly RRGThe weekly relative rotation graph above shows the rotations for all thirty stocks inside the Dow Jones Industrial Index. With the benchmark index still inside a trading range, some of the opposite rotations that are visible on the graph suggest that a few interesting pair trading opportunities are present.In order to clean up the RRG and put emphasis on the more interesting rotations, I have taken out the tails with less favorable characteristics.In order to see if I could get confirmation, I have run the same RRG on the daily time frame.Given the current rotational patterns, many different pair trading opportunities can be found. I encourage you to do your own research and find out whether you have a particularly strong view of specific stocks or combinations of stocks, positive or negative. Here, I will pick two examples of potential pair trades from the RRGs above and look at the individual charts.NKE vs. CATOn the weekly RRG, Nike and Caterpillar's tails are rotating in opposite directions. NKE is inside the improving quadrant and rapidly heading toward leading. CAT is inside the weakening quadrant and rapidly heading toward lagging. Both tails are at the extremes of the RRG and far away from the benchmark. This indicates a big potential for alpha.NKENKE is nearing resistance between 110 and 115, suggesting that there is limited upside potential left, unless NKE can clear this barrier in the coming weeks. However, as we are looking for pair trades, we need to focus more on the relative strength conditions. And these are clearly picking up for NKE.The JdK RS-Momentum line is already well above 100 and is dragging the JdK RS-Ratio line higher. When both RRG-lines are moving up at the same time, this causes an RRG heading between 0-90 degrees, which we know is an indication of strength.CATOn the price chart, CAT has just bounced off its rising support line. The relative performance, however, is not looking that good. The JDK RS-momentum line already dropped below 100 a few weeks ago and is now rapidly dragging the RS-Ratio line lower. This rapid decline in relative strength suggests a further underperformance for CAT in the next few weeks.Off-setting the relative strength of NKE against the relative weakness of CAT makes for a potentially interesting pair-trading opportunity.MSFT vs. MRKThe weekly RRG details for Microsoft and Merck show opposite rotational patterns. MSFT has just completed a rotation from leading through weakening and is now back into leading, making it one of the strongest stocks, if not the strongest, in this universe. The opposite goes for MRK, which rotated from lagging into improving and is now crossing back into the lagging quadrant.We know that rotations that complete on one side of the graph indicate a new up- or down-leg in an already established up or downtrend.MSFTThe recent break to new all-time highs is holding up well. It has also caused the raw RS-line to push to new highs where it is also holding. This is a strong combination of facts.After a brief dip below 100, the JdK RS-Momentum line has now crossed back above that level again, dragging the RS-ratio out of its low just above 100. This causes the tail on the RRG to push back into the leading quadrant at a strong RRG-heading.The combination of strong relative strength and a break to new highs on the price chart makes Microsoft the best chart in this universe for the time being.MRKMRK reached its all-time high in May of this year, but has been in a steady downtrend since then. The price of Merck reached support just above 100 a few weeks ago and is still hovering slightly above that area at the moment. A break lower will very likely accelerate the decline, very likely, toward the next level of support, between 92.50 and 95.The raw RS line is breaking an important horizontal support level, completing a toppish formation. The RRG lines already picked up on the new downtrend in July. The recent hiccup of the RS-Momentum line above 100 is the result of the sideways consolidation of relative strength above support.With raw RS breaking support and the RS momentum line dropping below 100, both RRG-Lines are now once again moving lower while below 100. This is causing the tail on the RRG to move deeper into the lagging quadrant while traveling at a negative heading.Both tails completing a rotation at the same side of the RRG suggests a continuation of the ongoing outperformance of MSFT over MRK.Enjoy your Thanksgiving weekend, but #StayAlert, --Julius",stockcharts,2023-11-27 17:19:08.010571
